PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA451558	sulfur				Drug/Small Molecule	null	[S]	No	"ATC:D10AB(Preparations containing sulfur)","NDFRT:N0000147169(SULFUR)","RxNorm:10223(Sulfur)","UMLS:C0038774(Sulfur)"
PA164713296	Sulfur containing products				Drug Class	null		No	"ATC:P03AA(Sulfur containing products)"
PA164713297	Sulfur-containing imidazole derivatives				Drug Class	null		No	"ATC:H03BB(Sulfur-containing imidazole derivatives)"
PA451565	sulindac		"Clinoril"		Drug/Small Molecule	"ChEBI:9352","DrugBank:DB00605","Drugs Product Database (DPD):808636","KEGG Compound:C01531","KEGG Drug:D00120","National Drug Code Directory:0006-0941-68","PubChem Compound:5352","PubChem Substance:4693","Therapeutic Targets Database:DAP000569","Web Resource:http://en.wikipedia.org/wiki/Sulindac"	CC1=C(c2cc(ccc2C1=Cc3ccc(cc3)S(=O)C)F)CC(=O)O	No	"ATC:M01AB(Acetic acid derivatives and related substances)","NDFRT:N0000146307(SULINDAC)","RxNorm:10237(Sulindac)","UMLS:C0038792(Sulindac)"
PA164746343	sulodexide	"KRX-101","sulodexide"	"Sulonex"		Drug/Small Molecule	"DrugBank:DB06271","Therapeutic Targets Database:DAP000866","Web Resource:http://en.wikipedia.org/wiki/Sulodexide"		No	"ATC:B01AB(Heparin group)"
PA164745485	sulpiride	"Levosulpiride [INN]","Sulpyrid","Levosulpirida [INN-Spanish]","Sulpiridum [INN-Latin]","Sulpirida [INN-Spanish]","Levosulpiride","Sulpirid","Levosulpiridum [INN-Latin]"	"Ozoderpin","Calmoflorine","Valirem","Miradol","Suprium","Eusulpid","Sulpride","Dolmatil","Lisopiride","Normum","Pyrikappl","Equilid","Fidelan","Championyl","Neogama","Omperan","Restful","Norestran","Zemorcon","Enimon","Splotin","Nufarol","Levopraid","Mirbanil","Sursumid","Mariastel","Eclorion","Dogmatyl","Desmenat","Pyrkappl","Abilit","Meresa","Alimoral","Darleton","Guastil","Sernevin","Eglonil","Aiglonyl","Misulvan","Levobren","Trilan","Fardalan","Psicocen","Coolspan","Eglonyl","Dobren","Dogmatil","Sulpitil","Synedil","Stamonevrol","Dresent","Kylistro","Omiryl","Isnamide"		Drug/Small Molecule	"BindingDB:11638","ChemSpider:5162","ClinicalTrials.gov:NCT01248195","DrugBank:DB00391","KEGG Drug:D01226","PubChem Compound:5355","PubChem Substance:46504855","Therapeutic Targets Database:DAP000310","Web Resource:http://en.wikipedia.org/wiki/Sulpiride"	CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)N	No	"ATC:N05AL(Benzamides)","NDFRT:N0000166882(Sulpiride [Chemical/Ingredient])","RxNorm:10239(Sulpiride)","UMLS:C0038803(Sulpiride)"
PA451566	sumatriptan	"NP101","Sumatriptan Succinate","triptan","Sumatriptanum [INN-Latin]","estradiol","sumatriptan"	"Imigran","Imitrex","Sumatran","Sumax","Imitrex Oral"		Drug/Small Molecule	"ChEBI:10650","ChemSpider:5165","DrugBank:DB00669","Drugs Product Database (DPD):2239738","FDA Drug Label at DailyMed:cc11b09d-e6cc-4cf8-1495-5ac64d5aae5f","IUPHAR Ligand:119","IUPHAR Ligand:54","KEGG Compound:C07319","KEGG Drug:D00451","National Drug Code Directory:0173-0524-00","PubChem Compound:5358","PubChem Substance:46506520","PubChem Substance:7847517","Therapeutic Targets Database:DNC001649","Web Resource:http://en.wikipedia.org/wiki/Sumatriptan"	CNS(=O)(=O)Cc1ccc2c(c1)c(c[nH]2)CCN(C)C	No	"ATC:N02CC(Selective serotonin (5HT1) agonists)","NDFRT:N0000148514(SUMATRIPTAN)","RxNorm:37418(Sumatriptan)","UMLS:C0075632(Sumatriptan)"
PA162372840	sunitinib	"Sutent","Sunitinib malate","SU11248"	"sunitinib","SU-11248"		Drug/Small Molecule	"BindingDB:4814","ChEBI:38940","ChemSpider:4486264","ClinicalTrials.gov:NCT00381641","ClinicalTrials.gov:NCT00936832","ClinicalTrials.gov:NCT00967603","ClinicalTrials.gov:NCT01098903","ClinicalTrials.gov:NCT01176799","ClinicalTrials.gov:NCT01286896","DrugBank:DB01268","Drugs Product Database (DPD):2280795","FDA Drug Label at DailyMed:43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c","HET:B49","KEGG Drug:D06402","National Drug Code Directory:0069-0550-38","PDB:B49","PubChem Compound:5329102","PubChem Substance:14830382","PubChem Substance:46507140","Therapeutic Targets Database:DCL000646","Web Resource:http://en.wikipedia.org/wiki/Sunitinib"	CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C	No	"ATC:L01XE(Protein kinase inhibitors)","MeSH:C473478(sunitinib)","NDFRT:N0000171744(SUNITINIB)","RxNorm:357977(sunitinib)","UMLS:C1176020(sunitinib)"
PA164713298	Superparamagnetic contrast media				Drug Class	null		No	"ATC:V08CB(Superparamagnetic contrast media)"
PA451569	suprofen	"Suprofene [INN-French]","Suprofenum [INN-Latin]"	"Maldocil","Sutoprofen","Profenal","Sulproltin","Suprol","Masterfen","Srendam","Suprocil","Topalgic"		Drug/Small Molecule	"BindingDB:50090676","ChEBI:9362","ChemSpider:5166","DrugBank:DB00870","FDA Drug Label at DailyMed:8de2c303-5d99-46b6-ad6d-a4caadea3604","KEGG Compound:C07320","KEGG Drug:D00452","National Drug Code Directory:0065-0348-25","PubChem Compound:5359","PubChem Substance:179853","PubChem Substance:46508210","Therapeutic Targets Database:DAP000730","Web Resource:http://en.wikipedia.org/wiki/Suprofen"	CC(c1ccc(cc1)C(=O)c2cccs2)C(=O)O	No	"ATC:M01AE(Propionic acid derivatives)","NDFRT:N0000146803(SUPROFEN)","RxNorm:10255(Suprofen)","UMLS:C0038878(Suprofen)"
PA10292	suramin	"Sodium suramin","Suramine sodium","Bayer 205","Suramine","Suramin sodium","SVR"	"Naganil","Naphuride","Farma","Naganin","Antrypol","Germanin","Fourneau","Belganyl","Naganine","Naganol","Moranyl"		Drug/Small Molecule	"ChEBI:45906","ChemSpider:5168","DrugBank:DB04786","HET:SVR","IUPHAR Ligand:1728","KEGG Compound:C07974","PDB:SVR","PubChem Compound:5361","PubChem Substance:46507013","PubChem Substance:7890636","Therapeutic Targets Database:DAP001031","Web Resource:http://en.wikipedia.org/wiki/Suramin"		No	"ATC:P01CX(Other agents against leishmaniasis and trypanosomiasis)","NDFRT:N0000167387(Suramin [Chemical/Ingredient])","RxNorm:10256(Suramin)","UMLS:C0038880(Suramin)"
PA164713299	Surgical Aids				Drug Class	null		No	"ATC:S01K(Surgical Aids)"
PA164713300	Surgical Dressings				Drug Class	null		No	"ATC:V20(Surgical Dressings)"
PA166049191	suxibuzone				Drug/Small Molecule	"PubChem Compound:5362"		No	null
PA164713301	Sympathomimetics				Drug Class	null		No	"ATC:R01BA(Sympathomimetics)"
PA164713302	Sympathomimetics excl. antiglaucoma preparations				Drug Class	null		No	"ATC:S01FB(Sympathomimetics excl. antiglaucoma preparations)"
PA164713303	Sympathomimetics in glaucoma therapy				Drug Class	null		No	"ATC:S01EA(Sympathomimetics in glaucoma therapy)"
PA164713304	Sympathomimetics used as decongestants				Drug Class	null		No	"ATC:S01GA(Sympathomimetics used as decongestants)"
PA164713305	Sympathomimetics, combinations excl. corticosteroids				Drug Class	null		No	""ATC:R01AB(Sympathomimetics, combinations excl. corticosteroids)""
PA164713306	Sympathomimetics, labour repressants				Drug Class	null		No	""ATC:G02CA(Sympathomimetics, labour repressants)""
PA164713307	Sympathomimetics, plain				Drug Class	null		No	""ATC:R01AA(Sympathomimetics, plain)""
PA164713308	Synthetic anticholinergic agents in combination with analgesics				Drug Class	null		No	"ATC:A03DA(Synthetic anticholinergic agents in combination with analgesics)"
PA164713309	Synthetic anticholinergic agents in combination with psycholeptics				Drug Class	null		No	"ATC:A03CA(Synthetic anticholinergic agents in combination with psycholeptics)"
PA164713310	Synthetic anticholinergics, esters with tertiary amino group				Drug Class	null		No	""ATC:A03AA(Synthetic anticholinergics, esters with tertiary amino group)""
PA164713311	Synthetic anticholinergics, quaternary ammonium compounds				Drug Class	null		No	""ATC:A03AB(Synthetic anticholinergics, quaternary ammonium compounds)""
PA164713312	Synthetic antispasmodics, amides with tertiary amines				Drug Class	null		No	""ATC:A03AC(Synthetic antispasmodics, amides with tertiary amines)""
PA164713313	Synthetic estrogens, plain				Drug Class	null		No	""ATC:G03CB(Synthetic estrogens, plain)""
PA164713314	Systemic Hormonal Preparations, Excl.				Drug Class	null		No	""ATC:H(Systemic Hormonal Preparations, Excl.)""
PA451576	tacrine	"Tetrahydroaminocrine","Tetrahydroaminocrin","THA","Tetrahydroaminacrine","Tetrahydroaminoacridine"	"Cognex","Romotal"		Drug/Small Molecule	"BindingDB:8961","ChEBI:9389","ChemSpider:1859","DrugBank:DB00382","FDA Drug Label at DailyMed:f31d1e8d-d0f3-4bfd-88b0-b2917365b0ca","HET:760","KEGG Compound:C01453","National Drug Code Directory:59630-190-12","PDB:760","PubChem Compound:1935","PubChem Substance:4630","PubChem Substance:46505487","Therapeutic Targets Database:DAP000558","Web Resource:http://en.wikipedia.org/wiki/Tacrine"	c1ccc2c(c1)c(c3c(n2)CCCC3)N	No	"ATC:N06AA(Non-selective monoamine reuptake inhibitors)","ATC:N06DA(Anticholinesterases)","NDFRT:N0000021901(TACRINE)","RxNorm:10318(Tacrine)","UMLS:C0039245(Tacrine)"
PA451578	tacrolimus	"FK5","K506","tacrolimus","FK-506","FK506","Tacarolimus","tacrolimus hydrate"	"LCP-Tacro","Fujimycin","Protopic","Prograf"		Drug/Small Molecule	"ChEBI:61049","ClinicalTrials.gov:NCT00337493","ClinicalTrials.gov:NCT00445744","ClinicalTrials.gov:NCT00552201","ClinicalTrials.gov:NCT00611351","ClinicalTrials.gov:NCT00975663","ClinicalTrials.gov:NCT01068067","ClinicalTrials.gov:NCT01207141","ClinicalTrials.gov:NCT01288521","ClinicalTrials.gov:NCT01388387","ClinicalTrials.gov:NCT01413685","ClinicalTrials.gov:NCT01435291","ClinicalTrials.gov:NCT01655563","ClinicalTrials.gov:NCT01760356","DrugBank:DB00864","Drugs Product Database (DPD):2243144","FDA Drug Label at DailyMed:7f667de1-9dfa-4bd6-8ba0-15ee2d78873b","HET:FK5","KEGG Compound:C01375","National Drug Code Directory:0469-0607-73","PDB:FK5","PubChem Compound:439492","PubChem Compound:445647","PubChem Substance:4572","PubChem Substance:46506004","Therapeutic Targets Database:DAP000162","Web Resource:http://en.wikipedia.org/wiki/Tacrolimus"		Yes	"ATC:D11AX(Other dermatologicals)","ATC:L04AA(Selective immunosuppressants)","NDFRT:N0000148372(TACROLIMUS)","RxNorm:42316(Tacrolimus)","UMLS:C0085149(Tacrolimus)"
PA10333	tadalafil	"tadalafil","CIA","ICOS 351","Tadanafil"	"Cialis","Cialis/Tadalafil Hcl","Cialis/Taladafil"		Drug/Small Molecule	"BindingDB:14777","ChemSpider:99301","DrugBank:DB00820","Drugs Product Database (DPD):2248088","FDA Drug Label at DailyMed:bcd8f8ab-81a2-4891-83db-24a0b0e25895","HET:CIA","KEGG Drug:D02008","National Drug Code Directory:0002-4465-34","PDB:CIA","PubChem Compound:110635","PubChem Substance:46507646","PubChem Substance:687903","Therapeutic Targets Database:DAP000615","Web Resource:http://en.wikipedia.org/wiki/Tadalafil"		No	"ATC:G04BE(Drugs used in erectile dysfunction)","MeSH:C429886(tadalafil)","NDFRT:N0000148829(TADALAFIL)","RxNorm:358263(tadalafil)","UMLS:C1176316(tadalafil)"
PA166115580	tafenoquine				Drug/Small Molecule	"PubChem Compound:115358"		No	null
PA165958432	tafluprost	"saflutan","afp-168"	"Zioptan"		Drug/Small Molecule	"DrugBank:DB08819","KEGG Drug:D06274"		No	"ATC:S01EE(Prostaglandin analogues)","NDFRT:N0000184322(TAFLUPROST)","RxNorm:1244607(tafluprost)","UMLS:C1451502(tafluprost)"
PA164779051	talbutal	"5-Allyl-5-sec-butylbarbituric acid","sec-Butyl allyl barbituric acid"	"Profundol","Lotusate","Latusate"		Drug/Small Molecule	"ChemSpider:527603","DrugBank:DB00306","PubChem Compound:606974","PubChem Substance:10444920","PubChem Substance:46507821","Therapeutic Targets Database:DAP000670","Web Resource:http://en.wikipedia.org/wiki/Talbutal"	CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C	No	""ATC:N05CA(Barbiturates, plain)"","NDFRT:N0000146574(TALBUTAL)","RxNorm:89810(talbutal)","UMLS:C0301407(talbutal)"
PA146123005	talinolol				Drug/Small Molecule	"ClinicalTrials.gov:NCT01788254"		No	"RxNorm:37546(talinolol)","UMLS:C0075783(talinolol)"
PA165109542	talotrexin				Drug/Small Molecule	null		No	null
PA164743464	tamibarotene	"Am 80","retinobenzoic acid","Tamibarotene"	"Tamibaro","Amnoid"		Drug/Small Molecule	"ChEBI:32181","ChemSpider:97231","DrugBank:DB04942","KEGG Compound:C12864","KEGG Drug:D01418","PubChem Compound:108143","PubChem Substance:10234613","PubChem Substance:46509039","Therapeutic Targets Database:DAP000461"		No	"MeSH:C061133(Am 80)"
PA451581	tamoxifen	"Tamoxifen Citrate","Tamoxifenum [INN-Latin]","Tamoxifeno [INN-Spanish]","Trans-Tamoxifen","Tamoxifene [INN-French]"	"Oncomox","Tamofen","Nolvadex","Novo-Tamoxifen","Tamone","Tamoxasta","Crisafeno","Istubol","Valodex","Citofen","Kessar","PMS-Tamoxifen","Diemon","Gen-Tamoxifen","Nourytam","Apo-Tamox","Retaxim","Tamoxen","Nolvadex-D","Noltam","Tamizam","Zemide"		Drug/Small Molecule	"BindingDB:20607","ChEBI:9396","ChemSpider:2015313","ClinicalTrials.gov:NCT00228930","ClinicalTrials.gov:NCT00764322","ClinicalTrials.gov:NCT00830973","ClinicalTrials.gov:NCT00873366","ClinicalTrials.gov:NCT00886535","ClinicalTrials.gov:NCT01127295","ClinicalTrials.gov:NCT01169792","ClinicalTrials.gov:NCT01181518","ClinicalTrials.gov:NCT01192308","ClinicalTrials.gov:NCT01196936","ClinicalTrials.gov:NCT01220076","ClinicalTrials.gov:NCT01658566","DrugBank:DB00675","Drugs Product Database (DPD):2237460","FDA Drug Label at DailyMed:7ee3d3d2-85d1-4018-8e70-5ed8a64ae1f0","HET:OHT","IUPHAR Ligand:1016","KEGG Compound:C07108","KEGG Drug:D00966","National Drug Code Directory:0378-0144-91","PDB:OHT","PubChem Compound:2733526","PubChem Substance:46505515","PubChem Substance:9319","Therapeutic Targets Database:DAP000108","Web Resource:http://en.wikipedia.org/wiki/Tamoxifen"	CC/C(=C(\c1ccccc1)/c2ccc(cc2)OCCN(C)C)/c3ccccc3	No	"ATC:L02BA(Anti-estrogens)","NDFRT:N0000148024(TAMOXIFEN)","RxNorm:10324(Tamoxifen)","UMLS:C0039286(Tamoxifen)"
PA451583	tamsulosin	"YM-617","tamsulosin"	"Flomax","Pradif","Tamsolusin","Omnic","Tamsulosina [INN-Spanish]","Tamsulosine [INN-French]","Harnal","Tamsulosinum [INN-Latin]"		Drug/Small Molecule	"ChEBI:9398","ChemSpider:114457","DrugBank:DB00706","Drugs Product Database (DPD):2238123","FDA Drug Label at DailyMed:c00d5f7b-dad7-4479-aae2-fea7c0db40ed","IUPHAR Ligand:488","IUPHAR Ligand:504","KEGG Compound:C07124","National Drug Code Directory:0597-0058-01","PubChem Compound:129211","PubChem Substance:46507763","PubChem Substance:668003","Therapeutic Targets Database:DAP000086","Web Resource:http://en.wikipedia.org/wiki/Tamsulosin"		No	"ATC:G04CA(Alpha-adrenoreceptor antagonists)","MeSH:C058553(LY 253352)","MeSH:C088482(tamsulosin)","NDFRT:N0000022081(TAMSULOSIN)","RxNorm:77492(tamsulosin)","UMLS:C0257343(tamsulosin)"
PA165291490	tanespimycin				Drug/Small Molecule	null		No	null
PA451585	tannic acid		"Depinar"		Drug/Small Molecule	null		No	"NDFRT:N0000146849(TANNIC ACID)","RxNorm:10328(Tannic Acid)","UMLS:C0039294(Tannic Acid)"
PA165282096	Tariquidar				Drug/Small Molecule	null		No	null
PA164713315	Tars				Drug Class	null		No	"ATC:D05AA(Tars)","NDFRT:N0000011164(Tars [Chemical/Ingredient])","UMLS:C0039315(Tars [Chemical/Ingredient])"
PA164769057	tasosartan				Drug/Small Molecule	"BindingDB:50040439","ChemSpider:54890","DrugBank:DB01349","PubChem Compound:60919","PubChem Substance:12014735","PubChem Substance:46504809","Therapeutic Targets Database:DAP001258","Web Resource:http://en.wikipedia.org/wiki/Tasosartan"	Cc1c2c(nc(n1)C)N(C(=O)CC2)Cc3ccc(cc3)c4ccccc4c5n[nH]nn5	No	""ATC:C09CA(Angiotensin II antagonists, plain)"","MeSH:C086167(tasosartan)"
PA451590	taurine				Drug/Small Molecule	null	C(CS(=O)(=O)O)N	No	"NDFRT:N0000146994(TAURINE)","RxNorm:10337(Taurine)","UMLS:C0039350(Taurine)"
PA150481189	taxanes				Drug Class	null		No	"ATC:L01CD(Taxanes)"
PA164746821	tazarotene	"tazarotene"	"Tazarotene [USAN:INN]","Zorac","Tazorac"		Drug/Small Molecule	"ChEBI:32184","ChemSpider:5188","DrugBank:DB00799","Drugs Product Database (DPD):2243894","FDA Drug Label at DailyMed:cd8a3be3-8f83-42cf-8752-6fd16da65150","KEGG Compound:C12531","KEGG Drug:D01132","National Drug Code Directory:0023-9236-30","PubChem Compound:5381","PubChem Substance:46508992","PubChem Substance:582921","Therapeutic Targets Database:DAP000462","Web Resource:http://en.wikipedia.org/wiki/Tazarotene"		No	"ATC:D05AX(Other antipsoriatics for topical use)","MeSH:C086827(tazarotene)","NDFRT:N0000148509(TAZAROTENE)","RxNorm:83947(tazarotene)","UMLS:C0288792(tazarotene)"
PA164764504	tazobactam			"Tazocin (Tazobactam + Piperacillin)","Zosyn (Tazobactam + Piperacillin)"	Drug/Small Molecule	"BindingDB:50053173","ChemSpider:110216","DrugBank:DB01606","Drugs Product Database (DPD):2170795","KEGG Compound:C07771","KEGG Drug:D00660","PubChem Compound:123630","PubChem Substance:10240806","PubChem Substance:46508088","Therapeutic Targets Database:DAP000926","Web Resource:http://en.wikipedia.org/wiki/Tazobactam"	C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)Cn3ccnn3	No	"MeSH:C043265(tazobactam)","RxNorm:37617(tazobactam)","UMLS:C0075870(tazobactam)"
PA164713316	Technetium (99mTc) compounds				Drug Class	null		No	"ATC:V09AA(Technetium (99mTc) compounds)","ATC:V09BA(Technetium (99mTc) compounds)","ATC:V09CA(Technetium (99mTc) compounds)","ATC:V09DA(Technetium (99mTc) compounds)","ATC:V09GA(Technetium (99mTc) compounds)","ATC:V09HA(Technetium (99mTc) compounds)","ATC:V09IA(Technetium (99mTc) compounds)"
PA10196	technetium (99mtc) mertiatide				Drug/Small Molecule	null		No	"ATC:V09CA(Technetium (99mTc) compounds)"
PA10335	technetium (99mtc) sulfur colloid				Drug/Small Molecule	null		No	""ATC:V09DB(Technetium (99mTc), particles and colloids)""
PA164713323	Technetium (99mTc), inhalants				Drug Class	null		No	""ATC:V09EA(Technetium (99mTc), inhalants)""
PA164713324	Technetium (99mTc), particles and colloids				Drug Class	null		No	""ATC:V09DB(Technetium (99mTc), particles and colloids)""
PA164713325	Technetium (99mTc), particles for injection				Drug Class	null		No	""ATC:V09EB(Technetium (99mTc), particles for injection)""
PA164713326	Technical disinfectants				Drug Class	null		No	"ATC:V07AV(Technical disinfectants)"
PA452620	tegafur				Drug/Small Molecule	"ClinicalTrials.gov:NCT00994968"		Yes	"NDFRT:N0000167181(Tegafur [Chemical/Ingredient])","RxNorm:4582(Tegafur)","UMLS:C0016778(Tegafur)"
PA130413154	tegaserod	"Tegaserod maleate","SDZ HTF 919","tegaserod"	"Zelnorm","Zelmac"		Drug/Small Molecule	"ChEBI:51043","ChemSpider:4589305","DrugBank:DB01079","Drugs Product Database (DPD):2245566","FDA Drug Label at DailyMed:a274e3ea-bf67-4f81-aaa0-10475b20cd69","National Drug Code Directory:0078-0355-80","PubChem Compound:5487301","PubChem Substance:46506519","PubChem Substance:707054","Web Resource:http://en.wikipedia.org/wiki/Tegaserod"		No	"ATC:A03AE(Drugs acting on serotonin receptors)","MeSH:C105050(tegaserod)","NDFRT:N0000022286(TEGASEROD)","RxNorm:139778(tegaserod)","UMLS:C0537147(tegaserod)"
PA164746244	teicoplanin	"Antibiotic MDL 507","Teicomycin A2","Antibiotic 8327A","Teichomycin","Teicoplanin"	"Targocid","Tagocid"		Drug/Small Molecule	"DrugBank:DB06149","KEGG Compound:C15820","KEGG Drug:D02142","PubChem Compound:16131923","PubChem Substance:602927","Web Resource:http://en.wikipedia.org/wiki/Teicoplanin"	CCCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)N[C@@H](C7=C(C(=CC(=C7)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)[C@H](C(=O)N[C@H](CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)Cl)CO)O)O	No	"NDFRT:N0000171799(TEICOPLANIN)","RxNorm:57021(Teicoplanin)","UMLS:C0145106(Teicoplanin)"
PA165958354	telaprevir	"mp-424","vx-950","aids-213006","ly-570310","aids213006"	"Incivek","Incivo"		Drug/Small Molecule	"BindingDB:50212208","ChemSpider:2279948","ClinicalTrials.gov:NCT01332955","DrugBank:DB05521","KEGG Drug:D09012","PubChem Compound:3010818"		Yes	"ATC:J05AE(Protease inhibitors)","NDFRT:N0000182739(TELAPREVIR)","RxNorm:1102261(telaprevir)","UMLS:C1876229(telaprevir)"
PA165980595	telatinib				Drug/Small Molecule	"PubChem Compound:9808844"		No	null
PA164760861	telbivudine	"2'-Deoxy-L-thymidine","L-DT","Telbivudin","L-deoxythymidine","Beta-l-thymidine","telbivudine","Epavudine","LDT","L-thymidine"	"Sebivo","Tyzeka"		Drug/Small Molecule	"BindingDB:50156567","ChemSpider:140081","DrugBank:DB01265","Drugs Product Database (DPD):2288389","FDA Drug Label at DailyMed:0664309d-1342-4a63-ba5f-4b899cdf3bec","National Drug Code Directory:0078-0539-85","PubChem Compound:159269","PubChem Substance:15220961","PubChem Substance:46508706","Therapeutic Targets Database:DAP000698"		No	"ATC:J05AF(Nucleoside and nucleotide reverse transcriptase inhibitors)","MeSH:C487779(telbivudine)","NDFRT:N0000176071(TELBIVUDINE)","RxNorm:474128(telbivudine)","UMLS:C1453933(telbivudine)"
PA131889722	telcyta				Drug/Small Molecule	null		No	null
PA10202	telithromycin	"telithromycin"	"Ketek"		Drug/Small Molecule	"DrugBank:DB00976","Drugs Product Database (DPD):2247520","FDA Drug Label at DailyMed:4471223e-9023-457e-be2e-8e4e0c2d94d1","HET:TEL","KEGG Compound:C12009","KEGG Drug:D01078","National Drug Code Directory:0088-2225-41","PDB:TEL","PubChem Compound:5462516","PubChem Substance:14168","Therapeutic Targets Database:DAP000109","Web Resource:http://en.wikipedia.org/wiki/Telithromycin"		No	"ATC:J01FA(Macrolides)","NDFRT:N0000148854(TELITHROMYCIN)","RxNorm:274786(telithromycin)","UMLS:C0907410(telithromycin)"
