	0	1	Indication	ICD9	ICD10
1191	D07HVY	Efavirenz; EFV; EFZ; Eravirenz; Stocrin; Sustiva; DMP 266; L 743726; Atripla (TN); DMP-266; L-741211; L-743725; L-743726; Stocrin (TN); Strocin (TM); Sustiva (TM); Sustiva (TN); Efavirenz (JAN/INN); L-743,726; Zoxazin-2-one; Efavirenz, (S)-isomer; Met-SDF-1.beta. & Efavirenz; Met-Stromal Cell-derived Factor-1.beta. (Human) & Efavirenz; (-)-Efavirenz; (4S)-6-Chloro-4-(cyclopropylethynyl)-1,4-dihydro-4-(trifluoromethyl)-2H-3,1-benzoxazin-2-one; (4S)-6-Chloro-4-cyclopropylethynyl-4-trifluoromethyl-1,4-dihydro-benzo[d][1,3]oxazin-2-one; (4S)-6-chloro-4-(2-cyclopropylethynyl)-4-(trifluoromethyl)-1H-3,1-benzoxazin-2-one; (4S)-6-chloro-4-(cyclopropylethynyl)-4-(trifluoromethyl)-1,4-dihydro-2H-3,1-benzoxazin-2-one; (S)-6-Chloro-4-(2-cyclopropylethynyl)-1,4-dihydro-4-(trifluoromethyl)-2H-3,1-ben; (S)-6-Chloro-4-(cyclopropylethynyl)-1,4-dihydro-4-(trifluoromethyl)-2H-3,1-benzoxazin-2-one; (S)-6-Chloro-4-cyclopropylethynyl-4-trifluoromethyl-1,4-dihydro-benzo[d][1,3]oxazin-2-one; 2H-3,1-Benzoxazin-2-one, 6-chloro-4-(cyclopropylethynyl)-1,4-dihydro-4-(trifluoromethyl)-, (4S)-(9; 6-chloro-4-(2-cyclopropyl-1-ethynyl)-4-trifluoromethyl-(4S)-1,4-dihydro-2H-benzo[d][1,3]oxazin-2-one; EFV	Human immunodeficiency virus infection	279.3	B20-B26
1192	D0UL9R	Tesamorelin; Egrifta (TN)	HIV lipodystrophy	272.6	E88.1
1193	D00NNC	Etidronic acid; EHDP; Etidronate; Etidronsaeure; HEDP; Osteoscan; Acetodiphosphonic acid; Acide etidronique; Acido etidronico; Acidumetidronicum; Didronel IV; Etidronic acid monohydrate; Hydroxyethanediphosphonic acid; MPI Stannous Diphosphonate; Oxyethylidenediphosphonic acid; Turpinal SL; Cintichem Technetium 99m Hedspa; Dequest2010; Dequest 2015; Dequest Z 010; Ferrofos 510; RP 61; Acide etidronique [INN-French]; Acido etidronico [INN-Spanish]; Acidum etidronicum [INN-Latin]; Diphosphonate (base); Etidronic acid (USAN/INN); Etidronic acid [USAN:INN:BAN]; Hydroxyethane-1,1-diphosphonic acid; Ethane-1-hydroxy-1,1-bisphosphonate; Ethane-1-hydroxy-1,1-bisphosphonic acid; Ethane-1-hydroxy-1,1-diphosphonate; Ethane-1-hydroxy-1,1-diphosphonic acid; Phosphonic acid, 1-hydroxy-1,1-ethanediyl ester; (1-Hydroxyethylene)diphosphonic acid; (1-Hydroxyethylidene)bis(phosphonic acid); (1-Hydroxyethylidene)bisphosphonic acid; (1-Hydroxyethylidene)diphoshonic acid; (1-Hydroxyethylidene)diphosphonic acid; (1-hydroxy-1-phosphonoethyl)phosphonic acid; (1-hydroxyethane-1,1-diyl)bis(phosphonic acid); (Hydroxyethylidene)diphosphonic acid; 1,1,1-Ethanetriol diphosphonate; 1-HYDROXY-1,1-DIPHOSPHONOETHANE; 1-Hydroxyethane-1,1,-diphosphonic acid; 1-Hydroxyethane-1,1-bisphosphonic acid; 1-Hydroxyethane-1,1-diphosphonate; 1-Hydroxyethane-1,1-diphosphonic acid; 1-Hydroxyethanediphosphonic acid; 1-Hydroxyethylidene 1,1-diphosphonic acid; 1-Hydroxyethylidene-1,1-biphosphonate; 1-Hydroxyethylidene-1,1-bisphosphonate; 1-Hydroxyethylidene-1,1-diphosphonic acid; 1-Hydroxyethylidenediphosphonic acid; 1000SL	Paget's disease	731	M88
1194	D0Y3TM	Iron; Eisen; Feronate; Ferretts; Ferrousal; Ferrum; Hemocyte; Hierro; LOHA; PZhO; Remko; Siderol; Yieronia; Ancor B; Armco iron; Carbonyl iron; Ferrous iron; Ferrovac E; Hoeganaes EH; Iron monocation; Iron standard for AAS; ATW 230; ATW 432; Atomel 28; Atomel 300M200; Atomel 500M; Atomel 95; Atomiron 44MR; Atomiron 5M; Atomiron AFP 25; Atomiron AFP 5; DSP 1000; DSP 128B; DSP 135; DSP 135C; DSP 138; EF 1000; EF 250; EFV 250; GS 6; HS 4849; Hoeganaes ATW 230; NC 100; PZh1M1; PZh2M; PZh2M1; PZh2M2; PZh3; PZh3M; PZh4M; Ancoren 80/150; Copy Powder CS 105-175; Diseases, iron overload; EFV 200/300; EFV 250/400; F 60 (metal); FT 3 (element); Fe-40; Fe1+; Ferro-Caps; Ferro-Time; HF 2 (element); HL (iron); HQ (metal); HS (iron); Iron (Fe); Iron(III) nitrate solution; Iron, elemental; PZh-1M3; PZh-2; SUY-B 2; Vitedyn-Slo; Diseases (animal), iron overload; Ed-In-Sol; Iron (Fe1+); Iron ion (Fe+); Iron ion(1+); Iron(1+); Iron(1+) ion; Iron, ion (Fe1+); Iron, ion (Fe1+) (8CI,9CI); 3ZhP	Iron deficiency anaemia		D50
1195	D0Y3TM	Iron; Eisen; Feronate; Ferretts; Ferrousal; Ferrum; Hemocyte; Hierro; LOHA; PZhO; Remko; Siderol; Yieronia; Ancor B; Armco iron; Carbonyl iron; Ferrous iron; Ferrovac E; Hoeganaes EH; Iron monocation; Iron standard for AAS; ATW 230; ATW 432; Atomel 28; Atomel 300M200; Atomel 500M; Atomel 95; Atomiron 44MR; Atomiron 5M; Atomiron AFP 25; Atomiron AFP 5; DSP 1000; DSP 128B; DSP 135; DSP 135C; DSP 138; EF 1000; EF 250; EFV 250; GS 6; HS 4849; Hoeganaes ATW 230; NC 100; PZh1M1; PZh2M; PZh2M1; PZh2M2; PZh3; PZh3M; PZh4M; Ancoren 80/150; Copy Powder CS 105-175; Diseases, iron overload; EFV 200/300; EFV 250/400; F 60 (metal); FT 3 (element); Fe-40; Fe1+; Ferro-Caps; Ferro-Time; HF 2 (element); HL (iron); HQ (metal); HS (iron); Iron (Fe); Iron(III) nitrate solution; Iron, elemental; PZh-1M3; PZh-2; SUY-B 2; Vitedyn-Slo; Diseases (animal), iron overload; Ed-In-Sol; Iron (Fe1+); Iron ion (Fe+); Iron ion(1+); Iron(1+); Iron(1+) ion; Iron, ion (Fe1+); Iron, ion (Fe1+) (8CI,9CI); 3ZhP	Iron-deficiency anemia	280	D50
1196	D0L7UQ	Prothionamide; Ektebin; Peteha; Prothionamidum; Protionamid; Protionamida; Protionamide; Protionamidum; Protionizina; Tebeform; Trevintix; Tuberex; RP 9778; TH 1321; Prothionamide (JP15); Protionamida [INN-Spanish]; Protionamide (INN); Protionamide [INN:DCF]; Protionamidum [INN-Latin]; TH-1321; Trevintix (TN); 2-Propyl-4-pyridinecarbothioamide; 2-Propyl-4-thiocarbamoylpyridine; 2-Propyl-thioisonicotinamide; 2-Propylisonicotinylthioamide; 2-Propylthioisonicotinamide; 2-propylpyridine-4-carbothioamide; 4-Pyridinecarbothioamide, 2-propyl-(9CI); 9778 R.P; 9778 R.P.	Tuberculosis	010-018	A15-A19
1197	D0J2MJ	Selegiline Hydrochloride; Eldepryl; Selegiline Hydrochloride; Zelapar; Eldepryl; Jumex	Parkinson's disease	332	G20
1198	D07TGY	Indeloxazine; Elen; Noin; Indeloxazine hydrochloride; YM-08054	Dementia	290-294	F01-F07
1199	D02DMQ	Eletriptan; Eletriptanum; Relpax; UK 116044; UK116044; Eletriptan (INN); Eletriptan [INN:BAN]; Relpax (TN); UK-116044; UK-116044-04; (R)-3-[(1-Methyl-2-pyrrolidinyl)methyl]-5-[2-(phenylsulfonyl)ethyl]-1H-Indole; (R)-5-[2-(Benzenesulfonyl)ethyl]-3-[(N-methylpyrrolidin-2-yl)methyl]-1H-indole; 3-(((R)-1-Methyl-2-pyrrolidinyl)methyl)-5-(2-(phenylsulfonyl)ethyl)indole; 3-{[(2R)-1-methylpyrrolidin-2-yl]methyl}-5-[2-(phenylsulfonyl)ethyl]-1H-indole; 5-[2-(benzenesulfonyl)ethyl]-3-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-1H-indole	Migraine	346	G43
1200	D0Z4UN	Pimecrolimus; Elidel; ASM 981; SDZ ASM 981; ASM-981; ASM-998; Elidel (TN); SDZ-ASM 981; Pimecrolimus [USAN:INN:BAN]; SDZ-ASM-981; Pimecrolimus (JAN/USAN/INN); 15,19-Epoxy-3H-pyrido(2,1-c)(1,4)oxaazacyclotricosine-1,7,20,21(4H,23H)-tetrone; 33-epi-Chloro-33-desoxyascomycin	Atopic dermatitis	691.8, 692.9	L00-L99
1201	D0V4WD	Ulipristal; Ella (TN)	Contraception		Z30
1202	D0C9XJ	Epirubicin; Ellence; Epiadriamycin; Epidoxorubicin; Epirubicina; Epirubicine; Epirubicinum; Pidorubicin; Pidorubicina; Pidorubicine; Pidorubicinum; Ridorubicin; Epirubicina [Spanish]; Epirubicine [French]; Epirubicinum [Latin]; Pharmorubicin Pfs; Triferric doxorubicin; IMI 28; WP 697; Ebewe (TN); Ellence (TN); Epi-DX; Epirubicin (INN); Epirubicin (TN); Epirubicin [INN:BAN]; Epirubicina [INN-Spanish]; Epirubicine [INN-French]; Epirubicinum [INN-Latin]; Farmorubicin (TN); Pharmorubicin (TN); Pidorubicina [INN-Spanish]; Pidorubicine [INN-French]; Pidorubicinum [INN-Latin]; (1S,3S)-3,5,12-trihydroxy-3-(hydroxyacetyl)-10-(methyloxy)-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-arabino-hexopyranoside; (1S,3S)-3,5,12-trihydroxy-3-(hydroxyacetyl)-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydrotetracen-1-yl 3-amino-2,3,6-trideoxy-alpha-L-arabino-hexopyranoside; (7S,9R)-7-[(2S,4S,5R,6S)-4-Amino-5-hydroxy-6-methyl-oxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione; (7S,9S)-7-[(2R,4S,5R,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione; 10-((3-amino-2,3,6-trideoxy-beta-L-arabino-hexopyranosyl)oxy)-7,8,9,10-tetrahydro-6,8,11-trihydroxy-8-(hydroxyacetyl)-1-methoxy-(8S-cis)-5,12-naphthacenedione; 4'-Epi-DXR; 4'-Epiadriamycin; 4'-epi-DX; 4'-epi-Doxorubicin; 4'-epidoxorubicin; 4-Epidoxorubicin	Cancer	140-229	C00-C96
1203	D0F8CM	Pentosan Polysulfate; Elmiron; Pentosan sulfuric polyester; Polypentose sulfate; Elmiron (TN); Xylan,hydrogen sulfate; [(2R,3R,4S,5R)-2-hydroxy-5-[(2S,3R,4S,5R)-5-hydroxy-3,4-disulfooxyoxan-2-yl]oxy-3-sulfooxyoxan-4-yl] hydrogen sulfate	Interstitial cystitis; Painful bladder syndrome	595.1,338,780	N30.1, G89, R52
1204	D03HYX	Mometasone; Elocom; Mometasona; Mometasonum; Mometasona [Spanish]; Mometasonum [Latin]; Asmanex (TN); Elocon (TN); Mometasone (INN); Nasonex (TN); Twisthaler (TN); (+)-Mometasone; (8S,9R,10S,11S,13S,14S,16R,17R)-9-chloro-17-(2-chloroacetyl)-11,17-dihydroxy-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one; (9R,10S,11S,13S,14S,16R,17R)-9-chloro-17-(2-chloroacetyl)-11,17-dihydroxy-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one; 9,21-dichloro-11beta,17-dihydroxy-16alpha-methylpregna-1,4-diene-3,20-dione	Skin allergies	995.3	T78.4
1205	D0Y3ME	Oxaliplatin; Eloxatin (TN); Medac (TN); Oxaliplatin (TN); Oxaliplatin (JAN/USAN/INN)	Colorectal cancer	153, 154	C18-C21
1206	D06RGG	"Levothyroxine; Eltroxin; Euthyrox; Forthyron; Laevothyroxinum; Laevoxin; Levolet; Levothroid; Levothyrox; Levothyroxin; Levoxyl; Oroxine; Synthroid; THX; Tetraiodothyronine; Thyratabs; Thyrax; Thyreoideum; Thyroxevan; Thyroxin; Thyroxinal; Levothyroxine sodium; Synthroid sodium; Thyroxine [BAN]; Thyroxine iodine; LT00440967; T4 levothyroxine; DL-Thyroxin; Eltroxin (TN); Euthyrox (TN); Eutirox (TN); Forthyron (TN); L-T4; L-Thryoxin; L-Thyroxin; L-thyroxine; Laevothyroxinum (acid); Levaxin (TN); Levo-T; Levothyroxine (BAN); Levothyroxinum (acid); Levoxyl (TN); Synthroid (TN); T-3850; T4 (Hormone); Thyrax (TN); Thyrox (TN); Thyroxine (VAN); Thyroxine (l); L-thyroxine (TN); Levothyroxine Sodium (L-thyroxine); Levothroid (*Sodiumsalt*); Synthroid (*Sodium salt*); Thyroxine, L-(8CI); L-3,5,3',5'-Tetraiodothyronine; O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodotyrosine; Beta-((3,5-Diiodo-4-hydroxyphenoxy)-3,5-diiodophenyl)alanine;O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine; O-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-L-tyrosine; (-)-Thyroxine; (125I)T4; (2S)-2-amino-3-[4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]propanoic acid; 2-amino-3-[4-(4-hydroxy-3,5-diiodo-phenoxy)-3,5-diiodo-phenyl]-propanoic acid; 3,3',5,5""-Tetraiodo-L-thyronine; 3,3',5,5''-Tetraiodo-L-thyronine; 3,3',5,5'-Tetraiodo-L-thyronine; 3,5,3',5'-Tetraiodo-L-thyronine; 3,5,3',5'-Tetraiodothyronine; 3,5,3'5'-Tetraiodo-L-thyronine; 3-(4-(4-Hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl)alanine; 3-[4-(4-Hydroxy-3,5-diiodophenoxy)-3,5-diiodophenyl]-L-alanine; 4-(4-hydroxy-3,5-diiodophenoxy)-3,5-diiodo-L-phenylalanine"	Hypothyroidism	244	E03
1207	D02XJI	Emedastine; Emadine; Emedastina; Emedastinum; Emedastine [INN]; Emedastine difumarate; KB 2413; KG 2413; Emadine (TN); Emedastina [INN-Spanish]; Emedastine (INN); Emedastine [INN:BAN]; Emedastinum [INN-Latin]; KB-2413; KG-2413; 1-(2-Ethoxyethyl)-2-(4-methyl-1-homopiperazinyl)benzimidazole difumarate; 1-(2-Ethoxyethyl)-2-(hexahydro-4-methyl-1H-1,4-diazepin-1-yl)benzimidazole; 1-(2-ethoxyethyl)-2-(4-methyl-1,4-diazepan-1-yl)-1H-benzimidazole; 1-(2-ethoxyethyl)-2-(4-methyl-1,4-diazepan-1-yl)benzimidazole; 1-Methyl-4-(1-(2-ethoxyethyl)-1H-benzimidazo)-2-yl)(1,4)diazepane; 1-[2-(ethoxy)ethyl]-2-(4-methyl-1-homopiperazinyl)benzimidazole	Allergic conjunctivitis	204.0, 372.0, 372.14, 995.3	C91.0, H10, H10.45, T78.4
1208	D0O5WP	Docetaxel; EmDOC; TXL; Taxotere; Docetaxel anhydrous; ANX-514; Docetaxel (INN); Docetaxel, Trihydrate; RP-56976; SDP-014; Taxotere (TN); Taxotere(R); XRP-6976L; Docetaxel 114977-28-5; N-debenzoyl-N-Boc-10-deacetyl taxol; N-debenzoyl-N-(tert-butoxycarbonyl)-10-deacetylpaclitaxel; N-debenzoyl-N-(tert-butoxycarbonyl)-10-deacetyltaxol; (2alpha,5beta,7beta,10beta,13alpha)-4-(acetyloxy)-13-({(2R,3S)-3-[(tert-butoxycarbonyl)amino]-2-hydroxy-3-phenylpropanoyl}oxy)-1,7,10-trihydroxy-9-oxo-5,20-epoxytax-11-en-2-yl benzoate; 4-(acetyloxy)-13alpha-({(2R,3S)-3-[(tert-butoxycarbonyl)amino]-2-hydroxy-3-phenylpropanoyl}oxy)-1,7beta,10beta-trihydroxy-9-oxo-5beta,20-epoxytax-11-en-2alpha-yl benzoate	Cancer	140-229	C00-C96
1209	D0O5WP	Docetaxel; EmDOC; TXL; Taxotere; Docetaxel anhydrous; ANX-514; Docetaxel (INN); Docetaxel, Trihydrate; RP-56976; SDP-014; Taxotere (TN); Taxotere(R); XRP-6976L; Docetaxel 114977-28-5; N-debenzoyl-N-Boc-10-deacetyl taxol; N-debenzoyl-N-(tert-butoxycarbonyl)-10-deacetylpaclitaxel; N-debenzoyl-N-(tert-butoxycarbonyl)-10-deacetyltaxol; (2alpha,5beta,7beta,10beta,13alpha)-4-(acetyloxy)-13-({(2R,3S)-3-[(tert-butoxycarbonyl)amino]-2-hydroxy-3-phenylpropanoyl}oxy)-1,7,10-trihydroxy-9-oxo-5,20-epoxytax-11-en-2-yl benzoate; 4-(acetyloxy)-13alpha-({(2R,3S)-3-[(tert-butoxycarbonyl)amino]-2-hydroxy-3-phenylpropanoyl}oxy)-1,7beta,10beta-trihydroxy-9-oxo-5beta,20-epoxytax-11-en-2alpha-yl benzoate	Cancer	140-229	C00-C96
1210	D0GU4K	Aprepitant; Emend; Aprepitant [USAN]; L 754030; MK 0869; MK 869; Emend (TN); L-754030; MK-0869; MK-869; ONO-7436; Aprepitant (JAN/USAN/INN); MK-869, L-754030, Emend, Aprepitant; 3-(((2R,3S)-3-(p-Fluorophenyl)-2-(((alphaR)-alpha-methyl-3,5-bis(trifluoromethyl)benzyl)oxy)morpholino)methyl)-Delta(2)-1,2,4-triazolin-5-one; 3-(((2R,3S)-3-(p-Fluorophenyl)-2-(((alphaR)-alpha-methyl-3,5-bis(trifluoromethyl)benzyl)oxy)morpholino)methyl)-delta(sup 2)-1,2,4-triazolin-5-one; 5-[[(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholin-4-yl]methyl]-1,2-dihydro-1,2,4-triazol-3-one; 5-[[(2S,3R)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholin-4-yl]methyl]-1,2-dihydro-1,2,4-triazol-3-one; 5-{[(2R,3S)-2-{(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy}-3-(4-fluorophenyl)morpholin-4-yl]methyl}-2,4-dihydro-3H-1,2,4-triazol-3-one	Nausea; Vomiting	787, 787.0	R11
1211	D0IN7I	Nemonapride; Emilace; Emonapride; Emilace (TN); YM 09151-2; YM-09151; Nemonapride (JAN/INN); YM-09151-2; Nemonapride, (cis)-isomer; N-(2RS,3RS)-(1-Benzyl-2-methyl-3-pyrrolidinyl)-5-chloro-2-methoxy-4-methylaminobenzamide; N-[(2R,3R)-1-benzyl-2-methylpyrrolidin-3-yl]-5-chloro-2-methoxy-4-(methylamino)benzamide; (+-)-cis-N-(1-Benzyl-2-methyl-3-pyrrolidinyl)-5-chloro-4-(methylamino)-o-anisamide; (+-)-cis-N-(1-Benzyl-2-methylpyrrolidin-3-yl)-5-chloro-2-methoxy-4-methylaminobenzamide	Schizophrenia	295	F20
1212	D0Y5AM	Darifenacin; Emselex; Emselex (TN); Enablex (TN); Darifenacin (USAN/INN); (S)-1-(2-(2,3-Dihydro-5-benzofuranyl)ethyl)-alpha,alpha-diphenyl-3-pyrrolidineacetamide; 2-[(3S)-1-[2-(2,3-dihydro-1-benzofuran-5-yl)ethyl]pyrrolidin-3-yl]-2,2-diphenylacetamide; 2-{(3S)-1-[2-(2,3-dihydro-1-benzofuran-5-yl)ethyl]pyrrolidin-3-yl}-2,2-diphenylacetamide	Overactive bladder disorder	188, 596.51	C67, N32.81
1213	D0U5FF	Leuprolide; Enantone; Eligard (TN); Enantone (TN); Leuprorelin (INN); Lupron (TN); Viadur (TN); 5-oxoprolylhistidyltryptophylseryltyrosylleucylleucyl-n5-(diaminomethylidene)ornithyl-n-ethylprolinamide	Prostate cancer	185	C61
1214	D02OZY	Metharbital; Endiemal; Endiemalum; Gemonal; Gemonil; Gemonit; Metabarbital; Metarbital; Metarbitale; Methabarbital; Methabarbitone; Metharbitalum; Metharbitone; Metharbutal; Methylbarbital; Metarbitale [DCIT]; AN 23; Sch 412; Gemonil (TN); Metarbital [INN-Spanish]; Metharbital [INN:JAN]; Metharbitalum [INN-Latin]; N-Methylbarbital; Metharbital (JAN/INN); 1-Methylbarbital; 5,5-Diethyl-1-methyl-2,4,6(1H,3H,5H)-pyrimidinetrione; 5,5-Diethyl-1-methylbarbituric acid; 5,5-diethyl-1-methyl-1,3-diazinane-2,4,6-trione; 5,5-diethyl-1-methylpyrimidine-2,4,6(1H,3H,5H)-trione	Epilepsy		G40
1215	D0R1CR	L-Phenylalanine; Endophenyl; Fenilalanina; Phe; Phenylalanine; Phenylalaninum; Fenilalanina [Spanish]; Phenylalaninum [Latin]; Antibiotic FN 1636; CB 3208; NCI9959; Alpha-Aminohydrocinnamic acid; Beta-Phenylalanine; L-Antibiotic FN 1636; L-PHENYLALININE; N-Formylmelphalan; Phenylalanine (VAN); H-Phe-OH; L-Phenylalanine (JP15); Phenylalanine (USP/INN); Phenylalanine [USAN:INN:JAN]; Beta-Phenyl-L-alanine; N-Formyl-L-sarcolysin; N-Formyl-L-p-sarcolysin; L-PHENYL ALANINE (SEE ALSO 22839-47-0, ASPARTAME; L-3-(p-(Bis(2-chloroethyl)amino)phenyl)-N-formylalanine; L-Phenylalanine, 4-(bis(2-chloroethyl)amino)-N-formyl-(9CI); (2S)-2-amino-3-phenylpropanoic acid; (L)-Phenylalanine; (S)-(-)-Phenylalanine; (S)-2-Amino-3-phenylpropanoic acid; (S)-2-Amino-3-phenylpropionic acid; (S)-Phenylalanine; (S)-alpha-Amino-benzenepropanoic acid; (S)-alpha-Amino-beta-phenylpropionic acid; (S)-alpha-Aminohydrocinnamic acid; 1F9436B3-8B0D-4AC6-A004-4249B0BDA436; 3-Phenyl-L-alanine; 3-Phenylalanine; 3-[4-[bis(2-chloroethyl)amino]phenyl]-2-formamidopropanoic acid	Dietary shortage	260-269	E40-E46
1216	D08UMH	Methylphenobarbital; Enfenemal; Enphenemal; Enphenemalum; Mebaral; Meberal; Mebroin; Mephobarbital; Mephobarbitone; Mephytal; Methylphenobarbitalum; Methylphenobarbitone; Methylphenobarbitonum; Methylphenolbarbital; Metilfenobarbital; Metilfenobarbitale; Metylfenemal; Metyna; Morbusan; Phemetone; Phemiton; Phemitone; Phenmiton; Prominal; Prominaletten; Prominalum; Mephobarbital [JAN]; Methyl phenobarbitone; Methylphenylbarbituric acid; Metilfenobarbitale [DCIT]; Sanofi Brand of Mephobarbital; Sanofi Synthelabo Brand of Mephobarbital; Isonal (roussel); Mebaral (TN); Menta-Bal; Methyl-calminal; Methylphenobarbital (INN); Methylphenobarbitalum [INN-Latin]; Metilfenobarbital [INN-Spanish]; N-Ethylmethylphenylbarbituric acid; N-Methylethylphenylbarbituric acid; N-Methylphenobarbital; N-Methylphenolbarbitol; Mephobarbital (JAN/USP); N-Methyl-5-phenyl-5-ethylbarbital; 1-Methyl-5-ethyl-5-phenylbarbituric acid; 1-Methyl-5-phenyl-5-ethylbarbituric acid; 1-Methylphenobarbital; 5-Ethyl-1-methyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione; 5-Ethyl-1-methyl-5-phenylbarbituric acid; 5-Ethyl-5-phenyl-N-methyl-bartituric acid; 5-Ethyl-N-methyl-5-phenylbarbituric acid; 5-Phenyl-5-ethyl-3-methylbarbituric acid; 5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione; 5-ethyl-1-methyl-5-phenylpyrimidine-2,4,6(1H,3H,5H)-trione	Anxiety disorder	300, 311	F32, F40-F42
1217	D0E0SW	Enoximone; Enoximona; Enoximonum; Fenoximone; Perfan; Perfane; Enoximona [Spanish]; Enoximonum [Latin]; E 1279; MDL 17,043; MDL-17043; Perfan (TN); RMI-17043; Enoximone (USAN/INN); Enoximone [USAN:BAN:INN]; MDL-17,043; 1,3-Dihydro-4-methyl-5-(4-methylthiobenzoyl)-2H-imidazol-2-one; 1,3-Dihydro-4-methyl-5-[4-methylthiobenzoyl]-2H-imidazol-2-one; 4-Methyl-5-(p-(methylthio)benzoyl)-4-imidazolin-2-one; 4-methyl-5-(4-methylsulfanylbenzoyl)-1,3-dihydroimidazol-2-one	Congestive heart failure	428	I50
1218	D09AMZ	Enprofylline; Enprofilina; Enprofyllinum; Nilyph; Oxeze; P 5679; D-4028; Enprofilina [INN-Spanish]; Enprofylline [USAN:INN]; Enprofyllinum [INN-Latin]; Enprofylline (USAN/INN); 3,7-Dihydro-3-propyl-1H-purine-2,6-dione; 3-Propyl-3,7-dihydro-purine-2,6-dione; 3-Propylxanthine; 3-n-Propylxanthine; 3-propyl-3,7-dihydro-1H-purine-2,6-dione; 3-propyl-7H-purine-2,6-dione	Asthma		J45
1219	D0M1YR	MDV3101; Enzalutamide	Prostate cancer	185	C61
1220	D0X2FT	Gadoxetate disodium; Eovist (TN)	Imaging		W88
1221	D0Q8BT	Ethyl icosapentate; Epadel (TN)	Thrombin deficiency	437.6, 444.9, 453, 671.5, 671.9	I74, I80-I82, I82, O88, T79.0-T79.1
1222	D03KOZ	Epalrestat; Epalrestatum; Kinedak; Epalrestat [INN]; Epalrestatum [Latin]; ONO 2; Ono 2235; Aldorin (TN); Kinedak (TN); ONO-2; Ono-2235; Epalrestat (JAN/INN); {5-[(E)-2-Methyl-3-phenyl-prop-2-en-(Z)-ylidene]-4-oxo-2-thioxo-thiazolidin-3-yl}-acetic acid; {(5Z)-5-[(2E)-2-methyl-3-phenylprop-2-en-1-ylidene]-4-oxo-2-thioxo-1,3-thiazolidin-3-yl}acetic acid; 2-((z)-5-((e)-2-methyl-3-phenylallylidene)-4-oxo-2-thioxothiazolidin-3-yl)acetic acid; 2-[(5Z)-5-[(E)-2-methyl-3-phenylprop-2-enylidene]-4-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]acetic acid; 3-carboxymethyl-5-(methyl-3-phenylpropenylidene)rhodanine; 5-((1Z,2E)-2-Methyl-3-phenylpropenylidene)-4-oxo-2-thioxo-3-thiazolidineacetic acid; 5-((Z,E)-beta-Methylcinnamylidene)-4-oxo-2-thioxo-3-thiazolidineacetic acid	Diabetic neuropathy	250, 250.6, 356.0, 356.8	E11.40
1223	D0CL9S	Telbivudine; Epavudine; LLT; LdT; Sebivo; Telbivudin; Tyzeka; Telbivudine [USAN]; LDT600; NB 02B; NV 02B; L-Deoxythymidine; L-Thymidine; L-dT; LDT-600; NV-02B; Tyzeka (TN); Beta-L-Thymidine; Telbivudine (USAN/INN); Tyzake/Sebivo (TN); Tyzeka, Sebivo, Telbivudine; 1-(2-Deoxy-beta-L-erythro-pentofuranosyl)-5-methylpyrimidine-2,4(1H,3H)-dione; 1-(2-Deoxy-beta-L-erythropentafuranosyl)-5-methyl-2,4(1H,3H)-pyrimidinedione; 1-[(2S,4R,5S)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione; 2'-Deoxy-L-thymidine; LdT	HBV infection	070.2-070.3	B16, B18.0, B18.1
